,nconst,tconst,crew.type,primaryName,primaryProfession,gender
3834,nm0005295,124819,director,Trey Parker,"music_department,writer,producer",
3835,nm0005295,115819,writer,Trey Parker,"music_department,writer,producer",
3836,nm0005295,115819,director,Trey Parker,"music_department,writer,producer",
3837,nm0005295,124819,writer,Trey Parker,"music_department,writer,producer",
3838,nm0005303,171804,writer,Kimberly Peirce,"director,writer,producer",
3839,nm0005303,1939659,director,Kimberly Peirce,"director,writer,producer",
3840,nm0005303,171804,director,Kimberly Peirce,"director,writer,producer",
3841,nm0005308,265171,writer,Cassandra Peterson,"actress,producer,writer",Female
3842,nm0005311,445934,writer,Busy Philipps,"actress,soundtrack,director",Female
3843,nm0005348,79367,director,Carl Reiner,"writer,producer,actor",Male
3844,nm0005348,106873,director,Carl Reiner,"writer,producer,actor",Male
3845,nm0005348,85894,director,Carl Reiner,"writer,producer,actor",Male
3846,nm0005348,85894,writer,Carl Reiner,"writer,producer,actor",Male
3847,nm0005358,1340768,writer,Tim Rice,"soundtrack,music_department,writer",
3848,nm0005358,116250,writer,Tim Rice,"soundtrack,music_department,writer",
3849,nm0005358,70239,writer,Tim Rice,"soundtrack,music_department,writer",
3850,nm0005363,1515091,director,Guy Ritchie,"director,producer,writer",
3851,nm0005363,208092,writer,Guy Ritchie,"director,producer,writer",
3852,nm0005363,1638355,writer,Guy Ritchie,"director,producer,writer",
3853,nm0005363,988045,director,Guy Ritchie,"director,producer,writer",
3854,nm0005363,1638355,director,Guy Ritchie,"director,producer,writer",
3855,nm0005363,120735,director,Guy Ritchie,"director,producer,writer",
3856,nm0005363,208092,director,Guy Ritchie,"director,producer,writer",
3857,nm0005363,1032755,director,Guy Ritchie,"director,producer,writer",
3858,nm0005363,1972591,writer,Guy Ritchie,"director,producer,writer",
3859,nm0005363,1032755,writer,Guy Ritchie,"director,producer,writer",
3860,nm0005363,120735,writer,Guy Ritchie,"director,producer,writer",
3861,nm0005363,1972591,director,Guy Ritchie,"director,producer,writer",
3862,nm0005366,3203606,director,Jay Roach,"producer,director,writer",
3863,nm0005366,145660,director,Jay Roach,"producer,director,writer",
3864,nm0005366,427152,director,Jay Roach,"producer,director,writer",
3865,nm0005366,1790886,director,Jay Roach,"producer,director,writer",
3866,nm0005366,212338,director,Jay Roach,"producer,director,writer",
3867,nm0005366,118655,director,Jay Roach,"producer,director,writer",
3868,nm0005366,1848902,director,Jay Roach,"producer,director,writer",
3869,nm0005366,290002,director,Jay Roach,"producer,director,writer",
3870,nm0005366,295178,director,Jay Roach,"producer,director,writer",
3871,nm0005367,763831,director,Brian Robbins,"producer,actor,writer",Male
3872,nm0005367,314498,director,Brian Robbins,"producer,actor,writer",Male
3873,nm0005367,119215,director,Brian Robbins,"producer,actor,writer",Male
3874,nm0005367,765476,director,Brian Robbins,"producer,actor,writer",Male
3875,nm0005367,477051,director,Brian Robbins,"producer,actor,writer",Male
3876,nm0005387,388419,director,Joe Roth,"producer,director,miscellaneous",
3877,nm0005390,2625810,director,Patricia Rozema,"director,writer,producer",
3878,nm0005390,93239,director,Patricia Rozema,"director,writer,producer",
3879,nm0005390,2625810,writer,Patricia Rozema,"director,writer,producer",
3880,nm0005390,114916,writer,Patricia Rozema,"director,writer,producer",
3881,nm0005390,758751,writer,Patricia Rozema,"director,writer,producer",
3882,nm0005390,114916,director,Patricia Rozema,"director,writer,producer",
3883,nm0005390,178737,director,Patricia Rozema,"director,writer,producer",
3884,nm0005390,93239,writer,Patricia Rozema,"director,writer,producer",
3885,nm0005390,178737,writer,Patricia Rozema,"director,writer,producer",
3886,nm0005403,838221,writer,Jason Schwartzman,"music_department,actor,soundtrack",Male
3887,nm0005403,5104604,writer,Jason Schwartzman,"music_department,actor,soundtrack",Male
3888,nm0005421,329717,writer,Ron Shelton,"writer,director,producer",
3889,nm0005421,329717,director,Ron Shelton,"writer,director,producer",
3890,nm0005436,322259,director,John Singleton,"producer,writer,director",
3891,nm0005436,430105,director,John Singleton,"producer,writer,director",
3892,nm0005436,101507,writer,John Singleton,"producer,writer,director",
3893,nm0005436,101507,director,John Singleton,"producer,writer,director",
3894,nm0005436,113305,director,John Singleton,"producer,writer,director",
3895,nm0005436,113305,writer,John Singleton,"producer,writer,director",
3896,nm0005509,1204975,director,Jon Turteltaub,"producer,director,writer",
3897,nm0005509,368891,director,Jon Turteltaub,"producer,director,writer",
3898,nm0005509,963966,director,Jon Turteltaub,"producer,director,writer",
3899,nm0005509,106611,director,Jon Turteltaub,"producer,director,writer",
3900,nm0005509,114924,director,Jon Turteltaub,"producer,director,writer",
3901,nm0005531,1133991,writer,Donnie Wahlberg,"actor,producer,soundtrack",Male
3902,nm0005540,381707,writer,Keenen Ivory Wayans,"writer,producer,actor",Male
3903,nm0005540,381707,director,Keenen Ivory Wayans,"writer,producer,actor",Male
3904,nm0005540,257106,director,Keenen Ivory Wayans,"writer,producer,actor",Male
3905,nm0005540,175142,director,Keenen Ivory Wayans,"writer,producer,actor",Male
3906,nm0005540,101891,writer,Keenen Ivory Wayans,"writer,producer,actor",Male
3907,nm0005541,381707,writer,Marlon Wayans,"actor,writer,producer",Male
3908,nm0005541,257106,writer,Marlon Wayans,"actor,writer,producer",Male
3909,nm0005541,306047,writer,Marlon Wayans,"actor,writer,producer",Male
3910,nm0005541,175142,writer,Marlon Wayans,"actor,writer,producer",Male
3911,nm0005541,6048930,writer,Marlon Wayans,"actor,writer,producer",Male
3912,"nm0005541,nm0424688,nm0064556,nm0294997,nm0783536",362120,writer,,unknown,
3913,nm0005562,128445,writer,Owen Wilson,"actor,producer,writer",Male
3914,nm0005562,265666,writer,Owen Wilson,"actor,producer,writer",Male
3915,nm0005563,113957,director,Irwin Winkler,"producer,writer,director",
3916,nm0005618,7608418,director,Alex Zamm,"director,miscellaneous,writer",
3917,nm0005645,85601,director,Enzo Barboni,"cinematographer,director,camera_department",
3918,nm0005647,419706,director,Andrzej Bartkowiak,"cinematographer,director,producer",
3919,nm0005647,306685,director,Andrzej Bartkowiak,"cinematographer,director,producer",
3920,nm0005647,165929,director,Andrzej Bartkowiak,"cinematographer,director,producer",
3921,nm0005688,73598,writer,Carlo Di Palma,"cinematographer,camera_department,director",
3922,nm0005688,73598,director,Carlo Di Palma,"cinematographer,camera_department,director",
3923,nm0005711,55894,director,Freddie Francis,"director,cinematographer,camera_department",
3924,nm0005713,26663,director,Karl Freund,"cinematographer,director,camera_department",
3925,nm0005738,46534,director,Byron Haskin,"director,special_effects,cinematographer",
3926,nm0005744,108394,writer,Slawomir Idziak,"cinematographer,writer,camera_department",
3927,nm0005759,765447,director,Lajos Koltai,"cinematographer,director,camera_department",
3928,nm0005789,42369,director,Rudolph Maté,"cinematographer,director,camera_department",
3929,nm0005803,36515,director,Hal Mohr,"cinematographer,director,camera_department",
3930,nm0005847,38017,director,Phil Rosen,"director,cinematographer,producer",
3931,nm0005847,33928,director,Phil Rosen,"director,cinematographer,producer",
3932,"nm0006085,nm0106505,nm0134284,nm0276252,nm0355095,nm0361971,nm0388755,nm0481618,nm0536941,nm0542534,nm0591774,nm0621790,nm0685265,nm0780833,nm0799015",32138,writer,,unknown,
3933,nm0006129,85809,writer,Michael Hoenig,"music_department,composer,writer",
3934,nm0006153,44030,writer,Jerome Kern,"soundtrack,music_department,writer",
3935,nm0006153,26942,writer,Jerome Kern,"soundtrack,music_department,writer",
3936,nm0006168,63823,writer,John Lennon,"soundtrack,actor,composer",Male
3937,nm0006249,48956,writer,Satyajit Ray,"writer,director,composer",
3938,nm0006249,48473,director,Satyajit Ray,"writer,director,composer",
3939,nm0006249,48473,writer,Satyajit Ray,"writer,director,composer",
3940,nm0006249,59348,writer,Satyajit Ray,"writer,director,composer",
3941,nm0006249,52572,director,Satyajit Ray,"writer,director,composer",
3942,nm0006249,59348,director,Satyajit Ray,"writer,director,composer",
3943,nm0006249,52572,writer,Satyajit Ray,"writer,director,composer",
3944,nm0006249,48956,director,Satyajit Ray,"writer,director,composer",
3945,nm0006256,31066,writer,Richard Rodgers,"soundtrack,music_department,composer",
3946,nm0006256,52225,writer,Richard Rodgers,"soundtrack,music_department,composer",
3947,nm0006256,34882,writer,Richard Rodgers,"soundtrack,music_department,composer",
3948,nm0006256,48445,writer,Richard Rodgers,"soundtrack,music_department,composer",
3949,nm0006388,37280,director,David O. Selznick,"producer,miscellaneous,writer",
3950,nm0006388,27545,writer,David O. Selznick,"producer,miscellaneous,writer",
3951,nm0006388,38499,writer,David O. Selznick,"producer,miscellaneous,writer",
3952,nm0006388,38499,director,David O. Selznick,"producer,miscellaneous,writer",
3953,nm0006388,37280,writer,David O. Selznick,"producer,miscellaneous,writer",
3954,nm0006388,29322,writer,David O. Selznick,"producer,miscellaneous,writer",
3955,nm0006388,39694,writer,David O. Selznick,"producer,miscellaneous,writer",
3956,nm0006445,61495,writer,Éric Rohmer,"director,writer,actor",Male
3957,nm0006445,65772,director,Éric Rohmer,"director,writer,actor",Male
3958,nm0006445,97106,writer,Éric Rohmer,"director,writer,actor",Male
3959,nm0006445,97106,director,Éric Rohmer,"director,writer,actor",Male
3960,nm0006445,61495,director,Éric Rohmer,"director,writer,actor",Male
3961,nm0006445,56884,director,Éric Rohmer,"director,writer,actor",Male
3962,nm0006445,68205,writer,Éric Rohmer,"director,writer,actor",Male
3963,nm0006445,68205,director,Éric Rohmer,"director,writer,actor",Male
3964,nm0006445,56910,director,Éric Rohmer,"director,writer,actor",Male
3965,nm0006445,64612,writer,Éric Rohmer,"director,writer,actor",Male
3966,nm0006445,65772,writer,Éric Rohmer,"director,writer,actor",Male
3967,nm0006445,56884,writer,Éric Rohmer,"director,writer,actor",Male
3968,nm0006445,56910,writer,Éric Rohmer,"director,writer,actor",Male
3969,nm0006445,64612,director,Éric Rohmer,"director,writer,actor",Male
3970,nm0006452,61735,director,Stanley Kramer,"producer,director,miscellaneous",
3971,nm0006452,48432,director,Stanley Kramer,"producer,director,miscellaneous",
3972,nm0006452,53946,director,Stanley Kramer,"producer,director,miscellaneous",
3973,nm0006452,51525,director,Stanley Kramer,"producer,director,miscellaneous",
3974,nm0006476,465580,director,Paul McGuigan,"director,producer",
3975,nm0006476,1976009,director,Paul McGuigan,"director,producer",
3976,nm0006476,425210,director,Paul McGuigan,"director,producer",
3977,nm0006487,1462041,director,Jim Sheridan,"producer,director,writer",
3978,nm0006487,107207,writer,Jim Sheridan,"producer,director,writer",
3979,nm0006487,107207,director,Jim Sheridan,"producer,director,writer",
3980,nm0006487,97937,writer,Jim Sheridan,"producer,director,writer",
3981,nm0006487,97937,director,Jim Sheridan,"producer,director,writer",
3982,nm0006487,765010,director,Jim Sheridan,"producer,director,writer",
3983,nm0006498,233841,director,Majid Majidi,"director,writer,actor",Male
3984,nm0006498,233841,writer,Majid Majidi,"director,writer,actor",Male
3985,nm0006516,1024648,writer,Chris Terrio,"writer,director,editor",
3986,nm0006516,974015,writer,Chris Terrio,"writer,director,editor",
3987,nm0006516,2975590,writer,Chris Terrio,"writer,director,editor",
3988,nm0006534,402022,writer,Phil Hay,"writer,producer,actor",Male
3989,nm0006534,800320,writer,Phil Hay,"writer,producer,actor",Male
3990,nm0006534,290095,writer,Phil Hay,"writer,producer,actor",Male
3991,nm0006534,2869728,writer,Phil Hay,"writer,producer,actor",Male
3992,nm0006534,1408253,writer,Phil Hay,"writer,producer,actor",Male
3993,nm0006534,790736,writer,Phil Hay,"writer,producer,actor",Male
3994,nm0006554,420015,director,Rodrigo García,"producer,writer,director",
3995,nm0006554,210358,director,Rodrigo García,"producer,writer,director",
3996,nm0006554,1121977,writer,Rodrigo García,"producer,writer,director",
3997,nm0006554,210358,writer,Rodrigo García,"producer,writer,director",
3998,nm0006554,420015,writer,Rodrigo García,"producer,writer,director",
3999,nm0006554,1602098,director,Rodrigo García,"producer,writer,director",
4000,nm0006554,449487,director,Rodrigo García,"producer,writer,director",
4001,nm0006554,1121977,director,Rodrigo García,"producer,writer,director",
4002,nm0006621,53428,writer,Jean-Charles Tacchella,"writer,director,actor",Male
4003,nm0006625,106598,director,Steve Barron,"director,producer,writer",
4004,nm0006625,100758,director,Steve Barron,"director,producer,writer",
4005,nm0006716,3717532,writer,Seth Walther,"writer,actor",Male
4006,nm0006734,318725,writer,Alain Corneau,"writer,director,assistant_director",
4007,nm0006734,1829012,writer,Alain Corneau,"writer,director,assistant_director",
4008,nm0006734,318725,director,Alain Corneau,"writer,director,assistant_director",
4009,nm0006737,4911940,writer,Hark Bohm,"actor,writer,director",Male
4010,nm0006765,1187043,writer,Vidhu Vinod Chopra,"writer,producer,director",
4011,nm0006787,265171,director,Sam Irvin,"director,producer,soundtrack",
4012,nm0006809,1772373,writer,Stephen Tolkin,"writer,producer,miscellaneous",
4013,nm0006837,68359,director,Bill Melendez,"animation_department,producer,actor",Male
4014,nm0006845,107756,writer,Sally Potter,"director,writer,soundtrack",
4015,nm0006845,107756,director,Sally Potter,"director,writer,soundtrack",
4016,nm0006845,206917,writer,Sally Potter,"director,writer,soundtrack",
4017,nm0006845,2115295,writer,Sally Potter,"director,writer,soundtrack",
4018,nm0006845,2115295,director,Sally Potter,"director,writer,soundtrack",
4019,nm0006845,206917,director,Sally Potter,"director,writer,soundtrack",
4020,nm0006853,1578873,director,Tim Hunter,"director,writer,miscellaneous",
4021,nm0006853,2243973,director,Tim Hunter,"director,writer,miscellaneous",
4022,nm0006854,99005,director,Roger Spottiswoode,"director,editor,editorial_department",
4023,nm0006854,98536,director,Roger Spottiswoode,"director,editor,editorial_department",
4024,nm0006854,105477,director,Roger Spottiswoode,"director,editor,editorial_department",
4025,nm0006854,216216,director,Roger Spottiswoode,"director,editor,editorial_department",
4026,nm0006854,83511,writer,Roger Spottiswoode,"director,editor,editorial_department",
4027,nm0006872,70641,writer,Sergio Donati,"writer,actor,assistant_director",Male
4028,nm0006872,59578,writer,Sergio Donati,"writer,actor,assistant_director",Male
4029,nm0006872,64116,writer,Sergio Donati,"writer,actor,assistant_director",Male
4030,nm0006874,1185242,director,Julie Davis,"director,actress,writer",Female
4031,nm0006874,1185242,writer,Julie Davis,"director,actress,writer",Female
4032,nm0006889,108442,director,Herbert Ross,"director,miscellaneous,producer",
4033,nm0006889,82894,director,Herbert Ross,"director,miscellaneous,producer",
4034,nm0006889,76843,director,Herbert Ross,"director,miscellaneous,producer",
4035,nm0006889,76095,director,Herbert Ross,"director,miscellaneous,producer",
4036,nm0006889,98384,director,Herbert Ross,"director,miscellaneous,producer",
4037,nm0006889,112571,director,Herbert Ross,"director,miscellaneous,producer",
4038,nm0006889,87951,director,Herbert Ross,"director,miscellaneous,producer",
